State,LGA region,Postcode
Victoria,Campaspe,3575
Victoria,Campaspe,3608
Victoria,Campaspe,3610
Victoria,Campaspe,3612
Victoria,Campaspe,3616
Victoria,Campaspe,3617
Victoria,Campaspe,3618
Victoria,Campaspe,3620
Victoria,Campaspe,3621
Victoria,Campaspe,3622
Victoria,Campaspe,3623
Victoria,Campaspe,3624
Victoria,Campaspe,3629
Victoria,Campaspe,3638
Victoria,Cardinia,3139
Victoria,Cardinia,3159
Victoria,Cardinia,3160
Victoria,Cardinia,3781
Victoria,Cardinia,3782
Victoria,Cardinia,3783
Victoria,Cardinia,3791
Victoria,Cardinia,3797
Victoria,Cardinia,3804
Victoria,Cardinia,3806
Victoria,Cardinia,3807
Victoria,Cardinia,3808
Victoria,Cardinia,3809
Victoria,Cardinia,3810
Victoria,Cardinia,3812
Victoria,Cardinia,3813
Victoria,Cardinia,3814
Victoria,Cardinia,3815
Victoria,Cardinia,3816
Victoria,Cardinia,3818
Victoria,Cardinia,3833
Victoria,Cardinia,3977
Victoria,Cardinia,3978
Victoria,Cardinia,3980
Victoria,Cardinia,3981
Victoria,Cardinia,3984
Victoria,Cardinia,3987
Victoria,Cardinia,3988
Victoria,Casey,3156
Victoria,Casey,3175
Victoria,Casey,3177
Victoria,Casey,3178
Victoria,Casey,3802
Victoria,Casey,3803
Victoria,Casey,3804
Victoria,Casey,3805
Victoria,Casey,3806
Victoria,Casey,3807
Victoria,Casey,3808
Victoria,Casey,3809
Victoria,Casey,3910
Victoria,Casey,3911
Victoria,Casey,3912
Victoria,Casey,3975
Victoria,Casey,3976
Victoria,Casey,3977
Victoria,Casey,3978
Victoria,Casey,3980
Victoria,Casey,3981
Victoria,Central Goldfields,3352
Victoria,Central Goldfields,3364
Victoria,Central Goldfields,3370
Victoria,Central Goldfields,3371
Victoria,Central Goldfields,3462
Victoria,Central Goldfields,3463
Victoria,Central Goldfields,3464
Victoria,Central Goldfields,3465
Victoria,Central Goldfields,3467
Victoria,Central Goldfields,3472
Victoria,Central Goldfields,3475
Victoria,Central Goldfields,3477
Victoria,Central Goldfields,3478
Victoria,Central Goldfields,3518
Victoria,Colac-Otway,3221
Victoria,Colac-Otway,3231
Victoria,Colac-Otway,3233
Victoria,Colac-Otway,3235
Victoria,Colac-Otway,3236
Victoria,Colac-Otway,3237
Victoria,Colac-Otway,3238
Victoria,Colac-Otway,3239
Victoria,Colac-Otway,3241
Victoria,Colac-Otway,3242
Victoria,Colac-Otway,3243
Victoria,Colac-Otway,3249
Victoria,Colac-Otway,3250
Victoria,Colac-Otway,3251
Victoria,Colac-Otway,3254
Victoria,Colac-Otway,3260
Victoria,Colac-Otway,3266
Victoria,Colac-Otway,3269
Victoria,Colac-Otway,3321
Victoria,Colac-Otway,3324
Victoria,Colac-Otway,3330
Victoria,Corangamite,3237
Victoria,Corangamite,3249
Victoria,Corangamite,3251
Victoria,Corangamite,3260
Victoria,Corangamite,3264
Victoria,Corangamite,3265
Victoria,Corangamite,3266
Victoria,Corangamite,3267
Victoria,Corangamite,3268
Victoria,Corangamite,3269
Victoria,Corangamite,3270
Victoria,Corangamite,3272
Victoria,Corangamite,3324
Victoria,Corangamite,3325
Victoria,Corangamite,3330
Victoria,Corangamite,3351
Victoria,Corangamite,3360
Victoria,Corangamite,3361
Victoria,Darebin,3057
Victoria,Darebin,3058
Victoria,Darebin,3060
Victoria,Darebin,3068
Victoria,Darebin,3070
Victoria,Darebin,3071
Victoria,Darebin,3072
Victoria,Darebin,3073
Victoria,Darebin,3074
Victoria,Darebin,3078
Victoria,Darebin,3079
Victoria,Darebin,3081
Victoria,Darebin,3083
Victoria,Darebin,3085
Victoria,Darebin,3086
Victoria,Darebin,3087
Victoria,East Gippsland,2551
Victoria,East Gippsland,2627
Victoria,East Gippsland,2632
Victoria,East Gippsland,2633
Victoria,East Gippsland,2649
Victoria,East Gippsland,3697
Victoria,East Gippsland,3701
Victoria,East Gippsland,3707
Victoria,East Gippsland,3741
Victoria,East Gippsland,3851
Victoria,East Gippsland,3858
Victoria,East Gippsland,3862
Victoria,East Gippsland,3864
Victoria,East Gippsland,3865
Victoria,East Gippsland,3875
Victoria,East Gippsland,3878
Victoria,East Gippsland,3880
Victoria,East Gippsland,3882
Victoria,East Gippsland,3885
Victoria,East Gippsland,3886
Victoria,East Gippsland,3887
Victoria,East Gippsland,3888
Victoria,East Gippsland,3889
Victoria,East Gippsland,3890
Victoria,East Gippsland,3891
Victoria,East Gippsland,3892
Victoria,East Gippsland,3895
Victoria,East Gippsland,3896
Victoria,East Gippsland,3898
Victoria,East Gippsland,3900
Victoria,East Gippsland,3902
Victoria,East Gippsland,3903
Victoria,East Gippsland,3904
Victoria,East Gippsland,3909
Victoria,Frankston,3175
Victoria,Frankston,3197
Victoria,Frankston,3198
Victoria,Frankston,3199
Victoria,Frankston,3200
Victoria,Frankston,3201
Victoria,Frankston,3910
Victoria,Frankston,3911
Victoria,Frankston,3912
Victoria,Frankston,3930
Victoria,Frankston,3977
Victoria,Gannawarra,2731
Victoria,Gannawarra,2732
Victoria,Gannawarra,2735
Victoria,Gannawarra,3527
Victoria,Gannawarra,3530
Victoria,Gannawarra,3537
Victoria,Gannawarra,3540
Victoria,Gannawarra,3542
Victoria,Gannawarra,3544
Victoria,Gannawarra,3566
Victoria,Gannawarra,3567
Victoria,Gannawarra,3568
Victoria,Gannawarra,3575
Victoria,Gannawarra,3579
Victoria,Gannawarra,3580
Victoria,Gannawarra,3581
Victoria,Gannawarra,3584
Victoria,Gannawarra,3585
Victoria,Gannawarra,3586
Victoria,Glen Eira,3143
Victoria,Glen Eira,3144
Victoria,Glen Eira,3145
Victoria,Glen Eira,3161
Victoria,Glen Eira,3162
Victoria,Glen Eira,3163
Victoria,Glen Eira,3165
Victoria,Glen Eira,3166
Victoria,Glen Eira,3167
Victoria,Glen Eira,3183
Victoria,Glen Eira,3184
Victoria,Glen Eira,3185
Victoria,Glen Eira,3186
Victoria,Glen Eira,3187
Victoria,Glen Eira,3189
Victoria,Glen Eira,3204
Victoria,Glenelg,3285
Victoria,Glenelg,3286
Victoria,Glenelg,3292
Victoria,Glenelg,3301
Victoria,Glenelg,3302
Victoria,Glenelg,3303
Victoria,Glenelg,3304
Victoria,Glenelg,3305
Victoria,Glenelg,3309
Victoria,Glenelg,3310
Victoria,Glenelg,3311
Victoria,Glenelg,3312
Victoria,Glenelg,3315
Victoria,Glenelg,3317
Victoria,Glenelg,5277
Victoria,Glenelg,5278
Victoria,Glenelg,5291
Victoria,Golden Plains,3221
Victoria,Golden Plains,3242
Victoria,Golden Plains,3251
Victoria,Golden Plains,3321
Victoria,Golden Plains,3324
Victoria,Golden Plains,3328
Victoria,Golden Plains,3329
Victoria,Golden Plains,3330
Victoria,Golden Plains,3331
Victoria,Golden Plains,3332
Victoria,Golden Plains,3333
Victoria,Golden Plains,3334
Victoria,Golden Plains,3340
Victoria,Golden Plains,3342
Victoria,Golden Plains,3351
Victoria,Golden Plains,3352
Victoria,Golden Plains,3356
Victoria,Golden Plains,3360
Victoria,Golden Plains,3361
Victoria,Greater Bendigo,3444
Victoria,Greater Bendigo,3448
Victoria,Greater Bendigo,3453
Victoria,Greater Bendigo,3463
Victoria,Greater Bendigo,3515
Victoria,Greater Bendigo,3516
Victoria,Greater Bendigo,3522
Victoria,Greater Bendigo,3523
Victoria,Greater Bendigo,3550
Victoria,Greater Bendigo,3551
Victoria,Greater Bendigo,3555
Victoria,Greater Bendigo,3556
Victoria,Greater Bendigo,3557
Victoria,Greater Bendigo,3558
Victoria,Greater Bendigo,3559
Victoria,Greater Bendigo,3561
Victoria,Greater Bendigo,3570
Victoria,Greater Bendigo,3572
Victoria,Greater Bendigo,3608
Victoria,Greater Bendigo,3662
Victoria,Greater Dandenong,3168
Victoria,Greater Dandenong,3169
Victoria,Greater Dandenong,3170
Victoria,Greater Dandenong,3171
Victoria,Greater Dandenong,3172
Victoria,Greater Dandenong,3173
Victoria,Greater Dandenong,3174
Victoria,Greater Dandenong,3175
Victoria,Greater Dandenong,3177
Victoria,Greater Dandenong,3178
Victoria,Greater Dandenong,3195
Victoria,Greater Dandenong,3196
Victoria,Greater Dandenong,3197
Victoria,Greater Dandenong,3201
Victoria,Greater Dandenong,3802
Victoria,Greater Dandenong,3803
Victoria,Greater Dandenong,3975
Victoria,Greater Dandenong,3976
Victoria,Greater Dandenong,3977
Victoria,Greater Geelong,3024
Victoria,Greater Geelong,3030
Victoria,Greater Geelong,3211
Victoria,Greater Geelong,3212
Victoria,Greater Geelong,3214
Victoria,Greater Geelong,3215
Victoria,Greater Geelong,3216
Victoria,Greater Geelong,3217
Victoria,Greater Geelong,3218
Victoria,Greater Geelong,3219
Victoria,Greater Geelong,3220
Victoria,Greater Geelong,3221
Victoria,Greater Geelong,3222
Victoria,Greater Geelong,3223
Victoria,Greater Geelong,3224
Victoria,Greater Geelong,3225
Victoria,Greater Geelong,3226
Victoria,Greater Geelong,3227
Victoria,Greater Geelong,3228
Victoria,Greater Geelong,3240
Victoria,Greater Geelong,3331
Victoria,Greater Geelong,3340
Victoria,Greater Geelong,3342
Victoria,Greater Shepparton,3608
Victoria,Greater Shepparton,3610
Victoria,Greater Shepparton,3612
Victoria,Greater Shepparton,3614
Victoria,Greater Shepparton,3616
Victoria,Greater Shepparton,3617
Victoria,Greater Shepparton,3618
Victoria,Greater Shepparton,3620
Victoria,Greater Shepparton,3623
Victoria,Greater Shepparton,3624
Victoria,Greater Shepparton,3629
Victoria,Greater Shepparton,3630
Victoria,Greater Shepparton,3631
Victoria,Greater Shepparton,3633
Victoria,Greater Shepparton,3634
Victoria,Greater Shepparton,3635
Victoria,Greater Shepparton,3636
Victoria,Greater Shepparton,3638
Victoria,Greater Shepparton,3646
Victoria,Greater Shepparton,3666
Victoria,Greater Shepparton,3669
Victoria,Greater Shepparton,3726
Victoria,Hepburn,3341
Victoria,Hepburn,3345
Victoria,Hepburn,3350
Victoria,Hepburn,3352
Victoria,Hepburn,3363
Victoria,Hepburn,3364
Victoria,Hepburn,3370
Victoria,Hepburn,3371
Victoria,Hepburn,3442
Victoria,Hepburn,3444
Victoria,Hepburn,3446
Victoria,Hepburn,3447
Victoria,Hepburn,3451
Victoria,Hepburn,3458
Victoria,Hepburn,3460
Victoria,Hepburn,3461
Victoria,Hepburn,3462
Victoria,Hindmarsh,3391
Victoria,Hindmarsh,3393
Victoria,Hindmarsh,3395
Victoria,Hindmarsh,3401
Victoria,Hindmarsh,3409
Victoria,Hindmarsh,3414
Victoria,Hindmarsh,3418
Victoria,Hindmarsh,3419
Victoria,Hindmarsh,3420
Victoria,Hindmarsh,3423
Victoria,Hindmarsh,3424
Victoria,Hindmarsh,3490
Victoria,Hobsons Bay,3012
Victoria,Hobsons Bay,3013
Victoria,Hobsons Bay,3015
Victoria,Hobsons Bay,3016
Victoria,Hobsons Bay,3018
Victoria,Hobsons Bay,3025
Victoria,Hobsons Bay,3026
Victoria,Hobsons Bay,3027
Victoria,Hobsons Bay,3028
Victoria,Hobsons Bay,3030
Victoria,Hobsons Bay,3207
Victoria,Horsham,3314
Victoria,Horsham,3317
Victoria,Horsham,3381
Victoria,Horsham,3385
Victoria,Horsham,3390
Victoria,Horsham,3392
Victoria,Horsham,3400
Victoria,Horsham,3401
Victoria,Horsham,3407
Victoria,Horsham,3409
Victoria,Horsham,3414
Victoria,Horsham,3418
Victoria,Hume,3036
Victoria,Hume,3037
Victoria,Hume,3042
Victoria,Hume,3043
Victoria,Hume,3045
Victoria,Hume,3046
Victoria,Hume,3047
Victoria,Hume,3048
Victoria,Hume,3049
Victoria,Hume,3059
Victoria,Hume,3060
Victoria,Hume,3061
Victoria,Hume,3062
Victoria,Hume,3063
Victoria,Hume,3064
Victoria,Hume,3074
Victoria,Hume,3075
Victoria,Hume,3427
Victoria,Hume,3428
Victoria,Hume,3429
Victoria,Hume,3430
Victoria,Hume,3431
Victoria,Hume,3437
Victoria,Hume,3750
Victoria,Hume,3751
Victoria,Hume,3756
Victoria,Indigo,2640
Victoria,Indigo,2643
Victoria,Indigo,2646
Victoria,Indigo,3678
Victoria,Indigo,3682
Victoria,Indigo,3683
Victoria,Indigo,3685
Victoria,Indigo,3687
Victoria,Indigo,3688
Victoria,Indigo,3691
Victoria,Indigo,3695
Victoria,Indigo,3701
Victoria,Indigo,3730
Victoria,Indigo,3737
Victoria,Indigo,3747
Victoria,Indigo,3749
Victoria,Kingston,3165
Victoria,Kingston,3167
Victoria,Kingston,3168
Victoria,Kingston,3169
Victoria,Kingston,3171
Victoria,Kingston,3172
Victoria,Kingston,3173
Victoria,Kingston,3175
Victoria,Kingston,3188
Victoria,Kingston,3189
Victoria,Kingston,3190
Victoria,Kingston,3192
Victoria,Kingston,3193
Victoria,Kingston,3194
Victoria,Kingston,3195
Victoria,Kingston,3196
Victoria,Kingston,3197
Victoria,Kingston,3198
Victoria,Kingston,3201
Victoria,Kingston,3202
Victoria,Kingston,3204
Victoria,Knox,3133
Victoria,Knox,3134
Victoria,Knox,3135
Victoria,Knox,3137
Victoria,Knox,3150
Victoria,Knox,3152
Victoria,Knox,3153
Victoria,Knox,3154
Victoria,Knox,3155
Victoria,Knox,3156
Victoria,Knox,3158
Victoria,Knox,3170
Victoria,Knox,3175
Victoria,Knox,3178
Victoria,Knox,3179
Victoria,Knox,3180
Victoria,Knox,3785
Victoria,Knox,3786
Victoria,Knox,3787
Victoria,Knox,3788
Victoria,Knox,3802
Victoria,Knox,3804
Victoria,Latrobe,3824
Victoria,Latrobe,3825
Victoria,Latrobe,3835
Victoria,Latrobe,3840
Victoria,Latrobe,3842
Victoria,Latrobe,3844
Victoria,Latrobe,3847
Victoria,Latrobe,3854
Victoria,Latrobe,3856
Victoria,Latrobe,3857
Victoria,Latrobe,3858
Victoria,Latrobe,3869
Victoria,Latrobe,3870
Victoria,Latrobe,3871
Victoria,Latrobe,3873
Victoria,Latrobe,3960
Victoria,Latrobe,3966
Victoria,Latrobe,3971
Victoria,Loddon,3463
Victoria,Loddon,3472
Victoria,Loddon,3475
Victoria,Loddon,3477
Victoria,Loddon,3478
Victoria,Loddon,3515
Victoria,Loddon,3516
Victoria,Loddon,3517
Victoria,Loddon,3518
Victoria,Loddon,3520
Victoria,Loddon,3525
Victoria,Loddon,3527
Victoria,Loddon,3537
Victoria,Loddon,3540
Victoria,Loddon,3551
Victoria,Loddon,3556
Victoria,Loddon,3558
Victoria,Loddon,3566
Victoria,Loddon,3567
Victoria,Loddon,3568
Victoria,Loddon,3570
Victoria,Loddon,3571
Victoria,Loddon,3572
Victoria,Loddon,3573
Victoria,Loddon,3575
Victoria,Loddon,3579
Victoria,Macedon Ranges,3064
Victoria,Macedon Ranges,3337
Victoria,Macedon Ranges,3340
Victoria,Macedon Ranges,3341
Victoria,Macedon Ranges,3427
Victoria,Macedon Ranges,3429
Victoria,Macedon Ranges,3430
Victoria,Macedon Ranges,3431
Victoria,Macedon Ranges,3433
Victoria,Macedon Ranges,3434
Victoria,Macedon Ranges,3435
Victoria,Macedon Ranges,3437
Victoria,Macedon Ranges,3438
Victoria,Macedon Ranges,3440
Victoria,Macedon Ranges,3441
Victoria,Macedon Ranges,3442
Victoria,Macedon Ranges,3444
Victoria,Macedon Ranges,3446
Victoria,Macedon Ranges,3447
Victoria,Macedon Ranges,3458
Victoria,Macedon Ranges,3461
Victoria,Macedon Ranges,3521
Victoria,Macedon Ranges,3522
Victoria,Macedon Ranges,3756
Victoria,Macedon Ranges,3758
Victoria,Macedon Ranges,3764
Victoria,Manningham,3079
Victoria,Manningham,3084
Victoria,Manningham,3093
Victoria,Manningham,3095
Victoria,Manningham,3097
Victoria,Manningham,3104
Victoria,Manningham,3105
Victoria,Manningham,3106
Victoria,Manningham,3107
Victoria,Manningham,3108
Victoria,Manningham,3109
Victoria,Manningham,3111
Victoria,Manningham,3113
Victoria,Manningham,3114
Victoria,Manningham,3115
Victoria,Manningham,3116
Victoria,Manningham,3129
Victoria,Manningham,3130
Victoria,Manningham,3131
Victoria,Manningham,3132
Victoria,Manningham,3134
Victoria,Manningham,3136
Victoria,Manningham,3775
Victoria,Mansfield,3666
Victoria,Mansfield,3670
Victoria,Mansfield,3673
Victoria,Mansfield,3678
Victoria,Mansfield,3713
Victoria,Mansfield,3714
Victoria,Mansfield,3715
Victoria,Mansfield,3719
Victoria,Mansfield,3720
Victoria,Mansfield,3722
Victoria,Mansfield,3723
Victoria,Mansfield,3799
Victoria,Mansfield,3833
Victoria,Mansfield,3858
Victoria,Maribyrnong,3003
Victoria,Maribyrnong,3011
Victoria,Maribyrnong,3012
Victoria,Maribyrnong,3013
Victoria,Maribyrnong,3015
Victoria,Maribyrnong,3019
Victoria,Maribyrnong,3020
Victoria,Maribyrnong,3031
Victoria,Maribyrnong,3032
Victoria,Maribyrnong,3034
Victoria,Maribyrnong,3039
Victoria,Maribyrnong,3040
Victoria,Maroondah,3111
Victoria,Maroondah,3114
Victoria,Maroondah,3115
Victoria,Maroondah,3116
Victoria,Maroondah,3132
Victoria,Maroondah,3133
Victoria,Maroondah,3134
Victoria,Maroondah,3135
Victoria,Maroondah,3136
Victoria,Maroondah,3137
Victoria,Maroondah,3138
Victoria,Maroondah,3152
Victoria,Maroondah,3153
Victoria,Maroondah,3155
Victoria,Melbourne,3000
Victoria,Melbourne,3002
Victoria,Melbourne,3003
Victoria,Melbourne,3004
Victoria,Melbourne,3005
Victoria,Melbourne,3006
Victoria,Melbourne,3008
Victoria,Melbourne,3010
Victoria,Melbourne,3011
Victoria,Melbourne,3013
Victoria,Melbourne,3015
Victoria,Melbourne,3031
Victoria,Melbourne,3032
Victoria,Melbourne,3051
Victoria,Melbourne,3052
Victoria,Melbourne,3053
Victoria,Melbourne,3054
Victoria,Melbourne,3055
Victoria,Melbourne,3056
Victoria,Melbourne,3065
Victoria,Melbourne,3066
Victoria,Melbourne,3068
Victoria,Melbourne,3121
Victoria,Melbourne,3141
Victoria,Melbourne,3181
Victoria,Melbourne,3205
Victoria,Melbourne,3206
Victoria,Melbourne,3207
Victoria,Melton,3021
Victoria,Melton,3023
Victoria,Melton,3024
Victoria,Melton,3029
Victoria,Melton,3030
Victoria,Melton,3037
Victoria,Melton,3335
Victoria,Melton,3337
Victoria,Melton,3338
Victoria,Melton,3340
Victoria,Melton,3427
Victoria,Melton,3429
Victoria,Melton,3437
Victoria,Mildura,2648
Victoria,Mildura,2717
Victoria,Mildura,2737
Victoria,Mildura,2738
Victoria,Mildura,2739
Victoria,Mildura,3420
Victoria,Mildura,3490
Victoria,Mildura,3491
Victoria,Mildura,3494
Victoria,Mildura,3496
Victoria,Mildura,3498
Victoria,Mildura,3500
